id_fkt,fkt,firaisana,distrika
106130001,Ranovao,Ranovao,Manjakandriana
102279008,Rangaina,Fiaferana,Antananarivo Avaradrano
106352005,Rangaina,Soavinandriana,Manjakandriana
106271011,Nanjakana,Ambohitseheno,Manjakandriana
101005019,Nanisana Iadiambola,5e Arrondissement,5e Arrondissement
106030005,Nanganehana,Sambaina,Manjakandriana
106170006,Nanelezana,Nandihizana,Manjakandriana
106210008,Nandihizankely,Ambanitsena,Manjakandriana
103130022,Namorana,Ambohitrimanjaka,Ambohidratrimo
106090012,Namiana,Alarobia,Manjakandriana
102079016,Namehana,Sabotsy Namehana,Antananarivo Avaradrano
103070008,Morondava,Antehiroka,Ambohidratrimo
117250003,Morombato (Ambohijatovo),Alatsinainy Ambazaha,Antananarivo Atsimondrano
117450002,Moratsiazo,Ambalavao,Antananarivo Atsimondrano
106351014,Moratelo,Ankazondandy,Manjakandriana
107110002,Morarano Sud,Tsarasaotra,Anjozorobe
115092011,Morarano Soafiraisana,Tankafatra,Andramasina
105130023,Morarano Nord,Imerintsiatosika,Arivonimamo
102379005,Morarano Idilana,Talata Volonondry,Antananarivo Avaradrano
117170007,Morarano Firaisana,Andoharanofotsy,Antananarivo Atsimondrano
102390007,Morarano Faliary,Anjeva Gara,Antananarivo Avaradrano
106351003,Morarano Beorana,Ankazondandy,Manjakandriana
101002021,Morarano Andrangaranga Ambatol,2e Arrondissement,2e Arrondissement
101005004,Morarano,5e Arrondissement,5e Arrondissement
102430015,Morarano,Ankadinandriana,Antananarivo Avaradrano
103150026,Morarano,Mahitsy,Ambohidratrimo
103210018,Morarano,Ampanotokana,Ambohidratrimo
103290011,Morarano,Fiadanana,Ambohidratrimo
104150005,Morarano,Tsaramasoandro,Ankazobe
106372004,Morarano,Ampaneva,Manjakandriana
107019009,Morarano,Anjozorobe,Anjozorobe
107310002,Morarano,Ambohibary Vohilena,Anjozorobe
115050007,Morarano,Mandrosoa,Andramasina
115110007,Morarano,Alarobia Vatosola,Andramasina
106252006,Moramena,Ambohibao Sud,Manjakandriana
104072002,Morafeno,Marondry,Ankazobe
107310010,Morafeno,Ambohibary Vohilena,Anjozorobe
102430016,Miorikampoza,Ankadinandriana,Antananarivo Avaradrano
106150011,Mioridrano,Miadanandriana,Manjakandriana
104072001,Miarinarivo Sud,Marondry,Ankazobe
106310006,Miarinarivo,Merikanjaka,Manjakandriana
107070017,Miarinarivo,Mangamila,Anjozorobe
106190011,Miarina,Anjepy,Manjakandriana
107310004,Miarikofeno,Ambohibary Vohilena,Anjozorobe
103390005,Miaramasoandro,Ambato,Ambohidratrimo
104050006,Miantsoarivo I,Ambohitromby,Ankazobe
104230001,Miantso Lovasoa,Miantso,Ankazobe
103350007,Miantso,Antanetibe,Ambohidratrimo
101002011,Miandrarivo Ambanidia,2e Arrondissement,2e Arrondissement
103150021,Miandrarivo,Mahitsy,Ambohidratrimo
107019006,Miandrarivo,Anjozorobe,Anjozorobe
105170004,Miakotsorano,Ambatomirahavavy,Arivonimamo
105130010,Miakadaza,Imerintsiatosika,Arivonimamo
107150002,Miakadaza,Betatao,Anjozorobe
107370002,Miadanatsaha,Beronono,Anjozorobe
106090002,Miadanandriana,Alarobia,Manjakandriana
102010018,Miadana,Alasora,Antananarivo Avaradrano
103130009,Miadana,Ambohitrimanjaka,Ambohidratrimo
107310016,Miadana,Ambohibary Vohilena,Anjozorobe
103150009,Miadampahonina,Mahitsy,Ambohidratrimo
103210007,Miadampahonina,Ampanotokana,Ambohidratrimo
115091007,Miadampahonina,Ambohimiadana,Andramasina
102410009,Miadamanjaka II,Masindray,Antananarivo Avaradrano
106110010,Miadamanjaka,Mantasoa,Manjakandriana
107290006,Miadamanjaka,Androvakely,Anjozorobe
103251003,Merinavaratra,Manjakavaradrano,Ambohidratrimo
103410010,Merinavaratra,Anjanadoria,Ambohidratrimo
107211007,Merinavaratra,Antanetibe,Anjozorobe
106150008,Merinarivo,Miadanandriana,Manjakandriana
103290005,Merimitatra,Fiadanana,Ambohidratrimo
103171001,Merimandroso,Merimandroso,Ambohidratrimo
105130013,Merimandroso,Imerintsiatosika,Arivonimamo
117050002,Merimandroso,Ambohidrapeto,Antananarivo Atsimondrano
103350008,Merikanjaka,Antanetibe,Ambohidratrimo
106310001,Merikanjaka,Merikanjaka,Manjakandriana
102010019,Mendrikolovana,Alasora,Antananarivo Avaradrano
117430002,Masomboay,Tsiafahy,Antananarivo Atsimondrano
102230003,Masombahiny,Ambohimalaza Miray,Antananarivo Avaradrano
106110009,Masombahiny,Mantasoa,Manjakandriana
115110002,Masindray Tsaramiera,Alarobia Vatosola,Andramasina
104090014,Masindray Est,Fihaonana,Ankazobe
102410001,Masindray,Masindray,Antananarivo Avaradrano
102039016,Masinandriana,Ankadikely Ilafy,Antananarivo Avaradrano
107019003,Masakalina,Anjozorobe,Anjozorobe
106030007,Marovohitra,Sambaina,Manjakandriana
107070005,Marovato,Mangamila,Anjozorobe
107350001,Marotsipoy,Marotsipoy,Anjozorobe
104190004,Maromandia,Antakavana,Ankazobe
103090002,Maroloha,Iarinarivo,Ambohidratrimo
103251001,Marokibobo,Manjakavaradrano,Ambohidratrimo
117090001,Marobiby,Fiombonana,Antananarivo Atsimondrano
106371014,Maroary,Ambohitrolomahitsy,Manjakandriana
106011009,Marinjara,Manjakandriana,Manjakandriana
104072003,Mariarano,Marondry,Ankazobe
103290012,Marianina,Fiadanana,Ambohidratrimo
106110001,Mantasoa,Mantasoa,Manjakandriana
104030005,Manontanitsiloza,Talata Angavo,Ankazobe
103090006,Manonilahy I,Iarinarivo,Ambohidratrimo
102279007,Manohisoa,Fiaferana,Antananarivo Avaradrano
102390008,Manohisoa,Anjeva Gara,Antananarivo Avaradrano
115050002,Manjambohitra,Mandrosoa,Andramasina
104110018,Manjakazonirina,Mahavelona,Ankazobe
103030016,Manjakazafy,Anosiala,Ambohidratrimo
103251004,Manjakavaradrano,Manjakavaradrano,Ambohidratrimo
103290007,Manjakatompo,Fiadanana,Ambohidratrimo
101005014,Manjakaray IId,5e Arrondissement,5e Arrondissement
101005012,Manjakaray IIc,5e Arrondissement,5e Arrondissement
101005013,Manjakaray IIb,5e Arrondissement,5e Arrondissement
106011008,Manjakandriana,Manjakandriana,Manjakandriana
101002009,Manjakamiadana Antsahondra AMB,2e Arrondissement,2e Arrondissement
103190010,Manjaka Est,Ampangabe,Ambohidratrimo
115031006,Manjaka Andrefana,Sabotsy Ambohitromby,Andramasina
102039010,Manjaka,Ankadikely Ilafy,Antananarivo Avaradrano
117230009,Manjaka,Antanetikely,Antananarivo Atsimondrano
104110003,Manirisoa,Mahavelona,Ankazobe
106251004,Mangazaka,Ambatomena,Manjakandriana
106390002,Mangatany Avaratra,Sadabe,Manjakandriana
106390022,Mangatany Atsimo,Sadabe,Manjakandriana
104030006,Mangasoavina,Talata Angavo,Ankazobe
107350006,Mangarivotra Baiboka,Marotsipoy,Anjozorobe
103171013,Mangarano,Merimandroso,Ambohidratrimo
107070001,Mangamila,Mangamila,Anjozorobe
104071002,Mangabe,Antotohazo,Ankazobe
115150004,Mangabe,Sabotsy Manjakavahoaka,Andramasina
104150013,Manerinerina,Tsaramasoandro,Ankazobe
104170004,Manerinerina,Ambolotarakely,Ankazobe
104230008,Mandrosorasaha,Miantso,Ankazobe
103111001,Mandrosoa Ivato,Ivato Firaisana,Ambohidratrimo
102039015,Mandrosoa Ilafy,Ankadikely Ilafy,Antananarivo Avaradrano
103410011,Mandrosoa Est,Anjanadoria,Ambohidratrimo
103030014,Mandrosoa,Anosiala,Ambohidratrimo
104010013,Mandrosoa,Ankazobe,Ankazobe
106371002,Mandrosoa,Ambohitrolomahitsy,Manjakandriana
115050001,Mandrosoa,Mandrosoa,Andramasina
101002019,Mandroseza Afovoany Mandroseza,2e Arrondissement,2e Arrondissement
106190010,Mandritsara,Anjepy,Manjakandriana
104230012,Mandriankeniheny,Miantso,Ankazobe
104110002,Mandriambero Andrenivatosoa,Mahavelona,Ankazobe
103050004,Mandriambero,Talatamaty,Ambohidratrimo
104210004,Mandrarahody,Kiangara,Ankazobe
101004023,Mandrangobato II,4e Arrondissement,4e Arrondissement
101004022,Mandrangobato I,4e Arrondissement,4e Arrondissement
106012003,Mandraka,Ambatolaona,Manjakandriana
104110006,Mandimbisoa,Mahavelona,Ankazobe
106030002,Mandimbisoa,Sambaina,Manjakandriana
102010003,Mandikanamana,Alasora,Antananarivo Avaradrano
101003013,Mandialaza Ankadifotsy,3e Arrondissement,3e Arrondissement
101003011,Mandialaza Ambodivona,3e Arrondissement,3e Arrondissement
101003017,Mandialaza Ambatomitsangana,3e Arrondissement,3e Arrondissement
106351020,Mandena,Ankazondandy,Manjakandriana
117410004,Mandalova,Androhibe,Antananarivo Atsimondrano
117350007,Mandalotsimaka,Ambohijanaka,Antananarivo Atsimondrano
102039013,Manazary,Ankadikely Ilafy,Antananarivo Avaradrano
102410005,Manazary,Masindray,Antananarivo Avaradrano
106130002,Manazary,Ranovao,Manjakandriana
101001043,Manarintsoa Isotry,1er Arrondissement,1er Arrondissement
101001042,Manarintsoa Atsinanana,1er Arrondissement,1er Arrondissement
101001041,Manarintsoa Anatihazo,1er Arrondissement,1er Arrondissement
101001040,Manarintsoa Afovoany,1er Arrondissement,1er Arrondissement
102079014,Manarintsoa,Sabotsy Namehana,Antananarivo Avaradrano
105170013,Manarintsoa,Ambatomirahavavy,Arivonimamo
115031004,Manarintsoa,Sabotsy Ambohitromby,Andramasina
103171002,Manantsoa,Merimandroso,Ambohidratrimo
104090007,Manantenasoa,Fihaonana,Ankazobe
104110014,Manantenasoa,Mahavelona,Ankazobe
104090010,Manankasina Fomami,Fihaonana,Ankazobe
102319011,Manankasina,Ambohimanga Rova,Antananarivo Avaradrano
103171003,Manankasina,Merimandroso,Ambohidratrimo
103410012,Manankasina,Anjanadoria,Ambohidratrimo
107150003,Manankasina,Betatao,Anjozorobe
117450006,Manankasina,Ambalavao,Antananarivo Atsimondrano
101004019,Mananjara,4e Arrondissement,4e Arrondissement
103171008,Mananjara,Merimandroso,Ambohidratrimo
103230001,Mananjara,Mananjara,Ambohidratrimo
115150003,Mananjara,Sabotsy Manjakavahoaka,Andramasina
102210001,Manandriana,Manandriana,Antananarivo Avaradrano
115091009,Manandriana,Ambohimiadana,Andramasina
106190007,Manakavaly,Anjepy,Manjakandriana
106011011,Manakasikely,Manjakandriana,Manjakandriana
107330004,Manakana Vohitraivo,Ambohimirary,Anjozorobe
107270003,Manakana,Amboasary Nord,Anjozorobe
101002017,Manakambahiny Ankerakely Ambat,2e Arrondissement,2e Arrondissement
106330002,Manakambahiny,Anjoma Betoho,Manjakandriana
103050002,Mamory Miray Antoby,Talatamaty,Ambohidratrimo
103252002,Mamory,Antsahafilo,Ambohidratrimo
102379012,Mamoriarivo,Talata Volonondry,Antananarivo Avaradrano
105130011,Mamoladahy,Imerintsiatosika,Arivonimamo
102319021,Malaza,Ambohimanga Rova,Antananarivo Avaradrano
103430006,Malaza,Avaratsena,Ambohidratrimo
105130033,Malaza,Imerintsiatosika,Arivonimamo
117011005,Malaza,Ampitatafika,Antananarivo Atsimondrano
117270005,Malaho,Ampanefy,Antananarivo Atsimondrano
103050005,Maibahoaka,Talatamaty,Ambohidratrimo
103130014,Mahitsy Firaisana,Ambohitrimanjaka,Ambohidratrimo
103130013,Mahitsy Avaratra,Ambohitrimanjaka,Ambohidratrimo
102010005,Mahitsy,Alasora,Antananarivo Avaradrano
103150001,Mahitsy,Mahitsy,Ambohidratrimo
103390007,Mahitsitady,Ambato,Ambohidratrimo
106012006,Mahitsitady,Ambatolaona,Manjakandriana
102230004,Mahia,Ambohimalaza Miray,Antananarivo Avaradrano
107330005,Maherirano,Ambohimirary,Anjozorobe
103330001,Mahereza,Mahereza,Ambohidratrimo
101002020,Mahazoarivo Ambohidraserika,2e Arrondissement,2e Arrondissement
107190004,Mahazina,Analaroa,Anjozorobe
103350012,Mahazaza,Antanetibe,Ambohidratrimo
101003019,Mahavoky,3e Arrondissement,3e Arrondissement
103430002,Mahavanona,Avaratsena,Ambohidratrimo
102010010,Mahatsinjo,Alasora,Antananarivo Avaradrano
102210004,Mahatsinjo,Manandriana,Antananarivo Avaradrano
102319009,Mahatsinjo,Ambohimanga Rova,Antananarivo Avaradrano
107211003,Mahatsinjo,Antanetibe,Anjozorobe
106230003,Mahatsara,Ambohitrandriamanitra,Manjakandriana
107150007,Mahatsara,Betatao,Anjozorobe
106011015,Mahatafandry,Manjakandriana,Manjakandriana
115031009,Mahasoratra,Sabotsy Ambohitromby,Andramasina
103370004,Maharidaza,Ambohipihaonana,Ambohidratrimo
104030002,Maharidaza,Talata Angavo,Ankazobe
104170002,Maharidaza,Ambolotarakely,Ankazobe
106170003,Maharidaza,Nandihizana,Manjakandriana
101004012,Mahamasina Atsimo,4e Arrondissement,4e Arrondissement
107212002,Mahamaintiomby,Belanitra,Anjozorobe
117170006,Mahalavolona,Andoharanofotsy,Antananarivo Atsimondrano
107150005,Mahalasitra,Betatao,Anjozorobe
117350009,Mahaimandry,Ambohijanaka,Antananarivo Atsimondrano
103310001,Mahabo,Mahabo,Ambohidratrimo
117170005,Mahabo,Andoharanofotsy,Antananarivo Atsimondrano
106351009,Mafaitrorana,Ankazondandy,Manjakandriana
103410014,Madiorano,Anjanadoria,Ambohidratrimo
117311005,Madiomanana,Fenoarivo,Antananarivo Atsimondrano
104090017,Madiokororoka,Fihaonana,Ankazobe
101004027,Madera Namontana,4e Arrondissement,4e Arrondissement
104090004,Lovasoa,Fihaonana,Ankazobe
106110006,Lohomby,Mantasoa,Manjakandriana
107230011,Lohavondrona,Ambatomanoina,Anjozorobe
117130005,Loharanombato,Ambavahaditokana,Antananarivo Atsimondrano
117230007,Lohanosy,Antanetikely,Antananarivo Atsimondrano
117350005,Lohanosy,Ambohijanaka,Antananarivo Atsimondrano
117450009,Lohamandry,Ambalavao,Antananarivo Atsimondrano
103130015,Lehilava,Ambohitrimanjaka,Ambohidratrimo
102079003,Lazaina,Sabotsy Namehana,Antananarivo Avaradrano
103030017,Lavahitsiny,Anosiala,Ambohidratrimo
106050004,Lapahambana,Ambohibary,Manjakandriana
101001035,Lalamby Sy Ny Manodidina,1er Arrondissement,1er Arrondissement
117210005,Lailava Ouest,Soalandy,Antananarivo Atsimondrano
117210004,Lailava Est,Soalandy,Antananarivo Atsimondrano
105130015,Labrousse,Imerintsiatosika,Arivonimamo
104010002,Kiva,Ankazobe,Ankazobe
104210001,Kianjasoa Kiangara,Kiangara,Ankazobe
115130003,Kelimafana,Fitsinjovana Bakaro,Andramasina
115092014,Kelilalina,Tankafatra,Andramasina
102379019,Kelifaritra,Talata Volonondry,Antananarivo Avaradrano
107019007,Kamanja,Anjozorobe,Anjozorobe
101004007,Ivolaniray,4e Arrondissement,4e Arrondissement
102410004,Ivoara,Masindray,Antananarivo Avaradrano
105170014,Ivelo,Ambatomirahavavy,Arivonimamo
117250005,Ivatobe,Alatsinainy Ambazaha,Antananarivo Atsimondrano
103112001,Ivato Aeroport,Ivato Aeroport,Ambohidratrimo
101005006,Ivandry,5e Arrondissement,5e Arrondissement
117110001,Itaosy,Itaosy,Antananarivo Atsimondrano
101001038,Isoraka Ampatsakana,1er Arrondissement,1er Arrondissement
106070005,Isoavina,Ambatomanga,Manjakandriana
106210005,Isoavina,Ambanitsena,Manjakandriana
107070018,Isaonjo Nord,Mangamila,Anjozorobe
117270004,Isaingy,Ampanefy,Antananarivo Atsimondrano
102079002,Isahafa,Sabotsy Namehana,Antananarivo Avaradrano
104150004,Irindravato,Tsaramasoandro,Ankazobe
106090007,Iravoandriana,Alarobia,Manjakandriana
105170005,Imeritsiafindra,Ambatomirahavavy,Arivonimamo
102319015,Imerintsiafindra,Ambohimanga Rova,Antananarivo Avaradrano
103050009,Imerinafovoany,Talatamaty,Ambohidratrimo
117350003,Imerimanjaka,Ambohijanaka,Antananarivo Atsimondrano
102390002,Imerikasinina,Anjeva Gara,Antananarivo Avaradrano
105170009,Imerikanjaka,Ambatomirahavavy,Arivonimamo
102390010,Imaola Vohitsara,Anjeva Gara,Antananarivo Avaradrano
102319007,Imanja,Ambohimanga Rova,Antananarivo Avaradrano
101004003,Ilanivato Ampasika,4e Arrondissement,4e Arrondissement
103111003,Ilaivola,Ivato Firaisana,Ambohidratrimo
102039009,Ilafy,Ankadikely Ilafy,Antananarivo Avaradrano
103130019,Ikopakely,Ambohitrimanjaka,Ambohidratrimo
102099014,Ikianja,Ambohimangakely,Antananarivo Avaradrano
103190011,Ikianja,Ampangabe,Ambohidratrimo
102050004,Iharamy,Ambohimanambola,Antananarivo Avaradrano
115091003,Iharamalaza,Ambohimiadana,Andramasina
117190004,Ifarihy,Ankaraobato,Antananarivo Atsimondrano
106271004,Ifalimanjaka,Ambohitseheno,Manjakandriana
117170008,Iavoloha,Andoharanofotsy,Antananarivo Atsimondrano
102319012,Iavoambony,Ambohimanga Rova,Antananarivo Avaradrano
103090001,Iarinarivo,Iarinarivo,Ambohidratrimo
102379016,Fonohasina,Talata Volonondry,Antananarivo Avaradrano
105130019,Fonenana,Imerintsiatosika,Arivonimamo
104090015,Fokontsambo,Fihaonana,Ankazobe
103050003,Fitroafana,Talatamaty,Ambohidratrimo
117311012,Firavahana,Fenoarivo,Antananarivo Atsimondrano
104050003,Firaisantsoa,Ambohitromby,Ankazobe
102430014,Fihasinana,Ankadinandriana,Antananarivo Avaradrano
104090001,Fihaonana,Fihaonana,Ankazobe
104110015,Fifanasoavana,Mahavelona,Ankazobe
106352003,Fierenana Est,Soavinandriana,Manjakandriana
103150011,Fierenana,Mahitsy,Ambohidratrimo
106351017,Fierenana,Ankazondandy,Manjakandriana
102319016,Fiekena,Ambohimanga Rova,Antananarivo Avaradrano
107130011,Fieferana Atsimo,Ambohimanarina Marovazaha,Anjozorobe
104050007,Fieferana,Ambohitromby,Ankazobe
106011020,Fieferana,Manjakandriana,Manjakandriana
107150008,Fieferana,Betatao,Anjozorobe
117410005,Fidasiana,Androhibe,Antananarivo Atsimondrano
101001039,Fiata,1er Arrondissement,1er Arrondissement
107019023,Fiarenana,Anjozorobe,Anjozorobe
105130032,Fiantsonana,Imerintsiatosika,Arivonimamo
115072003,Fiakarantsoa,Antotohazo,Andramasina
103030004,Fiakarana,Anosiala,Ambohidratrimo
103130011,Fiakarana,Ambohitrimanjaka,Ambohidratrimo
102279001,Fiaferana,Fiaferana,Antananarivo Avaradrano
103150018,Fiadanankely,Mahitsy,Ambohidratrimo
103310008,Fiadanana Sud,Mahabo,Ambohidratrimo
101004018,Fiadanana IIin,4e Arrondissement,4e Arrondissement
101004017,Fiadanana IIil,4e Arrondissement,4e Arrondissement
102230006,Fiadanana,Ambohimalaza Miray,Antananarivo Avaradrano
104130001,Fiadanana,Fiadanana,Ankazobe
105130020,Fiadanana,Imerintsiatosika,Arivonimamo
106011005,Fiadanana,Manjakandriana,Manjakandriana
107290002,Fiadanana,Androvakely,Anjozorobe
104230004,Fenosoa,Miantso,Ankazobe
101001037,Faravohitra Mandrosoa,1er Arrondissement,1er Arrondissement
101001036,Faravohitra Ambony,1er Arrondissement,1er Arrondissement
102079005,Faravohitra,Sabotsy Namehana,Antananarivo Avaradrano
106170011,Farariana,Nandihizana,Manjakandriana
103050010,Faralaza,Talatamaty,Ambohidratrimo
103130003,Farahindra,Ambohitrimanjaka,Ambohidratrimo
102279005,Fandrakotra,Fiaferana,Antananarivo Avaradrano
106351007,Fandana,Ankazondandy,Manjakandriana
102379020,Falimanjaka,Talata Volonondry,Antananarivo Avaradrano
103190009,Falihavana,Ampangabe,Ambohidratrimo
101002001,Faliarivo Ambanidia,2e Arrondissement,2e Arrondissement
102410010,Faliarivo,Masindray,Antananarivo Avaradrano
117011006,Faliarivo,Ampitatafika,Antananarivo Atsimondrano
106310005,Falefika Centre,Merikanjaka,Manjakandriana
102010007,Est Mahazoarivo,Alasora,Antananarivo Avaradrano
115170004,Est Mahatsinjo,Anosibe Trimoloharano,Andramasina
103252003,Diankazo,Antsahafilo,Ambohidratrimo
101001030,Cite Ampefiloha,1er Arrondissement,1er Arrondissement
101001029,Cite Ambodin'isotry,1er Arrondissement,1er Arrondissement
106170001,Carion,Nandihizana,Manjakandriana
102079019,Botona,Sabotsy Namehana,Antananarivo Avaradrano
107099004,Bongatsara,Ambongamarina,Anjozorobe
104150007,Bevony Atsimo,Tsaramasoandro,Ankazobe
103410006,Bevato,Anjanadoria,Ambohidratrimo
102099004,Betsizaraina,Ambohimangakely,Antananarivo Avaradrano
106011019,Betsitoavina,Manjakandriana,Manjakandriana
107130009,Betsifasika,Ambohimanarina Marovazaha,Anjozorobe
101003025,Betongolo,3e Arrondissement,3e Arrondissement
106330001,Betoho,Anjoma Betoho,Manjakandriana
107150001,Betatao,Betatao,Anjozorobe
106011004,Betambatra,Manjakandriana,Manjakandriana
101006027,Betafo,6e Arrondissement,6e Arrondissement
102099015,Betafo,Ambohimangakely,Antananarivo Avaradrano
107250004,Besorindrana,Amparatanjona,Anjozorobe
101003027,Besarety,3e Arrondissement,3e Arrondissement
107019004,Beronono,Anjozorobe,Anjozorobe
107370001,Beronono,Beronono,Anjozorobe
102079021,Beravina,Sabotsy Namehana,Antananarivo Avaradrano
115032006,Beravina,Andohariana,Andramasina
117210007,Beravina,Soalandy,Antananarivo Atsimondrano
103210017,Bemasoandro Nord,Ampanotokana,Ambohidratrimo
103210029,Bemasoandro Atsimo,Ampanotokana,Ambohidratrimo
103150010,Bemasoandro,Mahitsy,Ambohidratrimo
104210005,Bemasoandro,Kiangara,Ankazobe
105130028,Bemasoandro,Imerintsiatosika,Arivonimamo
115071009,Bemasoandro,Alatsinainy Bakaro,Andramasina
117070001,Bemasoandro,Bemasoandro,Antananarivo Atsimondrano
107290005,Bemandotra,Androvakely,Anjozorobe
115010009,Bemalaza,Andramasina,Andramasina
103130002,Beloha,Ambohitrimanjaka,Ambohidratrimo
102039006,Belanitra,Ankadikely Ilafy,Antananarivo Avaradrano
103171012,Belanitra,Merimandroso,Ambohidratrimo
103210006,Belanitra,Ampanotokana,Ambohidratrimo
107212001,Belanitra,Belanitra,Anjozorobe
117170003,Belambanana,Andoharanofotsy,Antananarivo Atsimondrano
103150006,Bejofo,Mahitsy,Ambohidratrimo
101003024,Behoririka Ankaditapaka,3e Arrondissement,3e Arrondissement
101003021,Behoririka Ambatomitsangana,3e Arrondissement,3e Arrondissement
101003028,Behoririka,3e Arrondissement,3e Arrondissement
117270002,Behoririka,Ampanefy,Antananarivo Atsimondrano
102099016,Behitsy,Ambohimangakely,Antananarivo Avaradrano
107019002,Befieranana,Anjozorobe,Anjozorobe
106271002,Bedia,Ambohitseheno,Manjakandriana
103350011,Bearambola,Antanetibe,Ambohidratrimo
107290003,Beanana,Androvakely,Anjozorobe
107330002,Beampombo,Ambohimirary,Anjozorobe
115130005,Bakaro,Fitsinjovana Bakaro,Andramasina
102379009,Avaratsena,Talata Volonondry,Antananarivo Avaradrano
103430001,Avaratsena,Avaratsena,Ambohidratrimo
117050001,Avaratsena,Ambohidrapeto,Antananarivo Atsimondrano
103370008,Avaratrimangabe,Ambohipihaonana,Ambohidratrimo
103430003,Avaratrimanarina,Avaratsena,Ambohidratrimo
106371012,Avaratrambolo,Ambohitrolomahitsy,Manjakandriana
104230005,Avaratrambato,Miantso,Ankazobe
101001028,Avaratetezana Bekiraro,1er Arrondissement,1er Arrondissement
101006010,Avaratetezana,6e Arrondissement,6e Arrondissement
117011002,Avaratetezana,Ampitatafika,Antananarivo Atsimondrano
101006002,Avaratanana,6e Arrondissement,6e Arrondissement
102319001,Avarakady,Ambohimanga Rova,Antananarivo Avaradrano
103172007,Avarajozoro,Ambatolampy,Ambohidratrimo
101003022,Avaradoha,3e Arrondissement,3e Arrondissement
103030002,Avarabohitra,Anosiala,Ambohidratrimo
117110006,Avarabohitra,Itaosy,Antananarivo Atsimondrano
117430005,Avarabohitra,Tsiafahy,Antananarivo Atsimondrano
104050002,Avarabato Voajanahary,Ambohitromby,Ankazobe
105130018,Avarabary,Imerintsiatosika,Arivonimamo
102079001,Atsinanantsena,Sabotsy Namehana,Antananarivo Avaradrano
106251003,Atsimotsena Atsimo,Ambatomena,Manjakandriana
106251002,Atsimontsena Avaratra,Ambatomena,Manjakandriana
106252005,Atsimonanosy,Ambohibao Sud,Manjakandriana
102230012,Atsimon'ambohidray,Ambohimalaza Miray,Antananarivo Avaradrano
103010006,Atsimomparihy,Ambohidratrimo,Ambohidratrimo
103290006,Atsimombohitra,Fiadanana,Ambohidratrimo
117011004,Atsimombohitra,Ampitatafika,Antananarivo Atsimondrano
105130021,Apangabe,Imerintsiatosika,Arivonimamo
107019014,Antsorindrana,Anjozorobe,Anjozorobe
102079012,Antsofinondry,Sabotsy Namehana,Antananarivo Avaradrano
103310005,Antsiriry,Mahabo,Ambohidratrimo
107130004,Antsevakely Nord,Ambohimanarina Marovazaha,Anjozorobe
107130010,Antsevakely Atsimo,Ambohimanarina Marovazaha,Anjozorobe
105130005,Antsentsidranovato,Imerintsiatosika,Arivonimamo
105130001,Antsenakely,Imerintsiatosika,Arivonimamo
101006021,Antsararay,6e Arrondissement,6e Arrondissement
103210019,Antsapanimahazo,Ampanotokana,Ambohidratrimo
103210020,Antsaonjomanga,Ampanotokana,Ambohidratrimo
104090012,Antsampanimahazo,Fihaonana,Ankazobe
104230006,Antsampanimahazo,Miantso,Ankazobe
102039007,Antsampandrano,Ankadikely Ilafy,Antananarivo Avaradrano
106271009,Antsampandrano,Ambohitseheno,Manjakandriana
101003034,Antsakaviro Ambodirotra,3e Arrondissement,3e Arrondissement
103070004,Antsakambahiny,Antehiroka,Ambohidratrimo
106011003,Antsakambahiny,Manjakandriana,Manjakandriana
115091006,Antsahondra Miadamanjaka,Ambohimiadana,Andramasina
115091010,Antsahondra Maroambika,Ambohimiadana,Andramasina
103130024,Antsahavolo,Ambohitrimanjaka,Ambohidratrimo
102079015,Antsahatsiresy,Sabotsy Namehana,Antananarivo Avaradrano
106351016,Antsahatanteraka,Ankazondandy,Manjakandriana
117190006,Antsahasoa,Ankaraobato,Antananarivo Atsimondrano
102410007,Antsaharoaloha,Masindray,Antananarivo Avaradrano
103210008,Antsaharatsy,Ampanotokana,Ambohidratrimo
104130002,Antsahandravolaina,Fiadanana,Ankazobe
115091014,Antsahandenda,Ambohimiadana,Andramasina
106130004,Antsahambavy,Ranovao,Manjakandriana
115091004,Antsahamasina,Ambohimiadana,Andramasina
117050004,Antsahamasina,Ambohidrapeto,Antananarivo Atsimondrano
102039002,Antsahamarofoza,Ankadikely Ilafy,Antananarivo Avaradrano
102379006,Antsahamaro,Talata Volonondry,Antananarivo Avaradrano
103130010,Antsahamarina,Ambohitrimanjaka,Ambohidratrimo
115031007,Antsahamanitra,Sabotsy Ambohitromby,Andramasina
106011014,Antsahamalaza,Manjakandriana,Manjakandriana
106011022,Antsahamaina Est,Manjakandriana,Manjakandriana
103350016,Antsahamaina,Antanetibe,Ambohidratrimo
106090008,Antsahamaina,Alarobia,Manjakandriana
103390009,Antsahalava,Ambato,Ambohidratrimo
106272001,Antsahalalina,Antsahalalina,Manjakandriana
106251007,Antsahakely Atsimo,Ambatomena,Manjakandriana
102319019,Antsahakely,Ambohimanga Rova,Antananarivo Avaradrano
102350004,Antsahakely,Viliahazo,Antananarivo Avaradrano
117090004,Antsahakely,Fiombonana,Antananarivo Atsimondrano
103130016,Antsahafohy,Ambohitrimanjaka,Ambohidratrimo
106030009,Antsahafohy,Sambaina,Manjakandriana
107070019,Antsahafina,Mangamila,Anjozorobe
103252001,Antsahafilo,Antsahafilo,Ambohidratrimo
117410006,Antsahadinta,Androhibe,Antananarivo Atsimondrano
