id_fkt,fkt,firaisana,distrika
107019008,Antsahabe Ouest,Anjozorobe,Anjozorobe
107019011,Antsahabe Atsinanana,Anjozorobe,Anjozorobe
101002003,Antsahabe Ankorahotra Ankazoto,2e Arrondissement,2e Arrondissement
103310012,Antsahabe,Mahabo,Ambohidratrimo
105170011,Antsahabe,Ambatomirahavavy,Arivonimamo
117390007,Antsahabe,Bongatsara,Antananarivo Atsimondrano
107290007,Antovontany,Androvakely,Anjozorobe
115050003,Antovontany,Mandrosoa,Andramasina
115110006,Antovontany,Alarobia Vatosola,Andramasina
117350008,Antovontany,Ambohijanaka,Antananarivo Atsimondrano
104071001,Antotohazo,Antotohazo,Ankazobe
115072001,Antotohazo,Antotohazo,Andramasina
115072005,Antoribe,Antotohazo,Andramasina
103150020,Antongombato Est,Mahitsy,Ambohidratrimo
104071005,Antongombato,Antotohazo,Ankazobe
106030006,Antombotokana,Sambaina,Manjakandriana
104110013,Antolojanahary,Mahavelona,Ankazobe
117012003,Antokontanitsara,Anosizato Andrefana,Antananarivo Atsimondrano
103150028,Antokomaro,Mahitsy,Ambohidratrimo
106371021,Antokala,Ambohitrolomahitsy,Manjakandriana
101001027,Antohomadinika IIig Hangar,1er Arrondissement,1er Arrondissement
101001025,Antohomadinika Avaratra Antani,1er Arrondissement,1er Arrondissement
101001024,Antohomadinika Atsimo,1er Arrondissement,1er Arrondissement
101001026,Antohomadinika Antsalovana Faa,1er Arrondissement,1er Arrondissement
101001023,Antohomadinika Afovoany,1er Arrondissement,1er Arrondissement
115071017,Antoho,Alatsinainy Bakaro,Andramasina
103010008,Antohibe,Ambohidratrimo,Ambohidratrimo
103350005,Antoby Avaratra,Antanetibe,Ambohidratrimo
107190007,Antoby Avaratra,Analaroa,Anjozorobe
103350019,Antoby Atsimo,Antanetibe,Ambohidratrimo
107070002,Antoby,Mangamila,Anjozorobe
115071014,Antevana,Alatsinainy Bakaro,Andramasina
107270004,Antevamarina,Amboasary Nord,Anjozorobe
103410007,Antetezankazo,Anjanadoria,Ambohidratrimo
107250003,Antetezanambo,Amparatanjona,Anjozorobe
101001022,Antetezanafovoany II,1er Arrondissement,1er Arrondissement
101001021,Antetezanafovoany I,1er Arrondissement,1er Arrondissement
107110004,Antetezana,Tsarasaotra,Anjozorobe
102230007,Antentona,Ambohimalaza Miray,Antananarivo Avaradrano
105130002,Antemitra,Imerintsiatosika,Arivonimamo
107070011,Antatamokely,Mangamila,Anjozorobe
106330003,Antatamo,Anjoma Betoho,Manjakandriana
117130003,Antanjona,Ambavahaditokana,Antananarivo Atsimondrano
101006015,Antanjombe Avaratra,6e Arrondissement,6e Arrondissement
101006019,Antanjombe Ambony,6e Arrondissement,6e Arrondissement
103310017,Antanivony,Mahabo,Ambohidratrimo
106310009,Antanitsara,Merikanjaka,Manjakandriana
101003001,Antaninandro Ampandrana,3e Arrondissement,3e Arrondissement
103350013,Antaninandro,Antanetibe,Ambohidratrimo
106351010,Antaninandro,Ankazondandy,Manjakandriana
101002002,Antanimora Ampasanimalo,2e Arrondissement,2e Arrondissement
106251011,Antanimietry,Ambatomena,Manjakandriana
106252007,Antanimenakely,Ambohibao Sud,Manjakandriana
117290004,Antanimenakely,Ankadimanga,Antananarivo Atsimondrano
102410011,Antanimenabe,Masindray,Antananarivo Avaradrano
101003014,Antanimena,3e Arrondissement,3e Arrondissement
106050005,Antanimasaka,Ambohibary,Manjakandriana
106310004,Antanimasaka,Merikanjaka,Manjakandriana
102430008,Antanimarina,Ankadinandriana,Antananarivo Avaradrano
105170002,Antanimarina,Ambatomirahavavy,Arivonimamo
106011024,Antanimarina,Manjakandriana,Manjakandriana
101001001,Antanimalalaka Analakely,1er Arrondissement,1er Arrondissement
107099006,Antanifotsy,Ambongamarina,Anjozorobe
104190003,Antaniditra,Antakavana,Ankazobe
106011021,Antanibe Centre,Manjakandriana,Manjakandriana
103150014,Antangirika,Mahitsy,Ambohidratrimo
103290001,Antanety Sud,Fiadanana,Ambohidratrimo
117312005,Antanety II,Alakamisy Fenoarivo,Antananarivo Atsimondrano
103150015,Antanety Est,Mahitsy,Ambohidratrimo
101006016,Antanety Avaratra,6e Arrondissement,6e Arrondissement
101006024,Antanety Atsimo,6e Arrondissement,6e Arrondissement
103210001,Antanety,Ampanotokana,Ambohidratrimo
103350003,Antanety,Antanetibe,Ambohidratrimo
117070003,Antanety,Bemasoandro,Antananarivo Atsimondrano
117190001,Antanetisoa,Ankaraobato,Antananarivo Atsimondrano
103430004,Antanetimboahangy,Avaratsena,Ambohidratrimo
103251006,Antanetilava II,Manjakavaradrano,Ambohidratrimo
103150019,Antanetilava,Mahitsy,Ambohidratrimo
106372003,Antanetilava,Ampaneva,Manjakandriana
106390003,Antanetilava,Sadabe,Manjakandriana
117230001,Antanetikely,Antanetikely,Antananarivo Atsimondrano
106390015,Antanetibe Vi,Sadabe,Manjakandriana
104010005,Antanetibe Soarano,Ankazobe,Ankazobe
103310009,Antanetibe Nord,Mahabo,Ambohidratrimo
106390007,Antanetibe Nord,Sadabe,Manjakandriana
102430002,Antanetibe Maromby,Ankadinandriana,Antananarivo Avaradrano
102099002,Antanetibe Ikianja,Ambohimangakely,Antananarivo Avaradrano
103251002,Antanetibe IIi,Manjakavaradrano,Ambohidratrimo
115010007,Antanetibe Firaisana,Andramasina,Andramasina
103150013,Antanetibe Est,Mahitsy,Ambohidratrimo
103210011,Antanetibe Avaratra,Ampanotokana,Ambohidratrimo
106190004,Antanetibe Avaratra,Anjepy,Manjakandriana
106190009,Antanetibe Atsimo,Anjepy,Manjakandriana
107330003,Antanetibe Antsakay,Ambohimirary,Anjozorobe
102050006,Antanetibe,Ambohimanambola,Antananarivo Avaradrano
103070005,Antanetibe,Antehiroka,Ambohidratrimo
103130008,Antanetibe,Ambohitrimanjaka,Ambohidratrimo
103230003,Antanetibe,Mananjara,Ambohidratrimo
103290004,Antanetibe,Fiadanana,Ambohidratrimo
103350001,Antanetibe,Antanetibe,Ambohidratrimo
103390014,Antanetibe,Ambato,Ambohidratrimo
104210011,Antanetibe,Kiangara,Ankazobe
105130025,Antanetibe,Imerintsiatosika,Arivonimamo
106090005,Antanetibe,Alarobia,Manjakandriana
106272005,Antanetibe,Antsahalalina,Manjakandriana
106351022,Antanetibe,Ankazondandy,Manjakandriana
107110005,Antanetibe,Tsarasaotra,Anjozorobe
107211001,Antanetibe,Antanetibe,Anjozorobe
107370006,Antanetibe,Beronono,Anjozorobe
115050004,Antanetibe,Mandrosoa,Andramasina
117050005,Antanetibe,Ambohidrapeto,Antananarivo Atsimondrano
115032005,Antandrokomby II,Andohariana,Andramasina
115032004,Antandrokomby I,Andohariana,Andramasina
103150007,Antandrokomby,Mahitsy,Ambohidratrimo
117012001,Antandrokomby,Anosizato Andrefana,Antananarivo Atsimondrano
103090003,Antanatanana,Iarinarivo,Ambohidratrimo
107070006,Antanatanana,Mangamila,Anjozorobe
102039008,Antanandrano,Ankadikely Ilafy,Antananarivo Avaradrano
104210008,Antanandava,Kiangara,Ankazobe
106190003,Antananarivokely,Anjepy,Manjakandriana
107190003,Antananarivokely,Analaroa,Anjozorobe
103190002,Antananambony,Ampangabe,Ambohidratrimo
117012004,Antananambony,Anosizato Andrefana,Antananarivo Atsimondrano
102099001,Antanambao,Ambohimangakely,Antananarivo Avaradrano
102379023,Antanambao,Talata Volonondry,Antananarivo Avaradrano
103370002,Antanambao,Ambohipihaonana,Ambohidratrimo
105130014,Antanambao,Imerintsiatosika,Arivonimamo
107130002,Antanambao,Ambohimanarina Marovazaha,Anjozorobe
115071002,Antanambao,Alatsinainy Bakaro,Andramasina
103290010,Antanambahiny,Fiadanana,Ambohidratrimo
102410006,Antanamalaza,Masindray,Antananarivo Avaradrano
106130005,Antamponala,Ranovao,Manjakandriana
106390023,Antamponala,Sadabe,Manjakandriana
104010012,Antamboho Sud,Ankazobe,Ankazobe
105130016,Antamboho II,Imerintsiatosika,Arivonimamo
105130031,Antamboho I,Imerintsiatosika,Arivonimamo
103410008,Antamboho,Anjanadoria,Ambohidratrimo
115110003,Antamboho,Alarobia Vatosola,Andramasina
117450013,Antamboho,Ambalavao,Antananarivo Atsimondrano
117270008,Antalata,Ampanefy,Antananarivo Atsimondrano
103070002,Antalamohitra,Antehiroka,Ambohidratrimo
117410002,Antalaho,Androhibe,Antananarivo Atsimondrano
117230005,Antakiaka,Antanetikely,Antananarivo Atsimondrano
104190001,Antakavana,Antakavana,Ankazobe
117230008,Antaboaka,Antanetikely,Antananarivo Atsimondrano
103171015,Anovorano,Merimandroso,Ambohidratrimo
115092012,Anovondriana,Tankafatra,Andramasina
106050008,Anosy,Ambohibary,Manjakandriana
106351012,Anosy,Ankazondandy,Manjakandriana
107070007,Anosy,Mangamila,Anjozorobe
101004024,Anosizato Atsinanana II,4e Arrondissement,4e Arrondissement
101004025,Anosizato Atsinanana I,4e Arrondissement,4e Arrondissement
103210022,Anosivolakely,Ampanotokana,Ambohidratrimo
106351002,Anosivola,Ankazondandy,Manjakandriana
107019021,Anosivola,Anjozorobe,Anjozorobe
115092008,Anosivola,Tankafatra,Andramasina
117090002,Anosivita Boina,Fiombonana,Antananarivo Atsimondrano
101006018,Anosivavaka,6e Arrondissement,6e Arrondissement
106050009,Anosivato,Ambohibary,Manjakandriana
101006001,Anosisoa,6e Arrondissement,6e Arrondissement
101004006,Anosipatrana Atsinanana,4e Arrondissement,4e Arrondissement
101004005,Anosipatrana Andrefana,4e Arrondissement,4e Arrondissement
102079006,Anosimiarinimerina,Sabotsy Namehana,Antananarivo Avaradrano
117070005,Anosimasina,Bemasoandro,Antananarivo Atsimondrano
102350006,Anosimanjaka,Viliahazo,Antananarivo Avaradrano
103130006,Anosimanjaka,Ambohitrimanjaka,Ambohidratrimo
106011012,Anosimanarivo,Manjakandriana,Manjakandriana
107099012,Anosimanarivo,Ambongamarina,Anjozorobe
104190002,Anosikely Nord,Antakavana,Ankazobe
104170005,Anosikely,Ambolotarakely,Ankazobe
107230007,Anosikely,Ambatomanoina,Anjozorobe
101006014,Anosibe Zaivola,6e Arrondissement,6e Arrondissement
101004009,Anosibe Andrefana II,4e Arrondissement,4e Arrondissement
101004010,Anosibe Andrefana I,4e Arrondissement,4e Arrondissement
101004021,Anosibe Ambohibarikely,4e Arrondissement,4e Arrondissement
115170001,Anosibe,Anosibe Trimoloharano,Andramasina
117450004,Anosibe,Ambalavao,Antananarivo Atsimondrano
102319017,Anosiarivo,Ambohimanga Rova,Antananarivo Avaradrano
106011017,Anosiarivo,Manjakandriana,Manjakandriana
115071011,Anororo Centre,Alatsinainy Bakaro,Andramasina
103171018,Ankosy,Merimandroso,Ambohidratrimo
101003003,Ankorondrano Atsinanana,3e Arrondissement,3e Arrondissement
101003004,Ankorondrano Andrefana,3e Arrondissement,3e Arrondissement
101003002,Ankorondrano Andranomahery,3e Arrondissement,3e Arrondissement
117370002,Ankorondrano,Ampahitrosy,Antananarivo Atsimondrano
117430007,Ankorondrano,Tsiafahy,Antananarivo Atsimondrano
106090015,Ankorona,Alarobia,Manjakandriana
115010002,Ankorona,Andramasina,Andramasina
106371016,Ankorombe,Ambohitrolomahitsy,Manjakandriana
104170003,Ankorohoro,Ambolotarakely,Ankazobe
106351021,Ankomby,Ankazondandy,Manjakandriana
107350005,Ankokaina,Marotsipoy,Anjozorobe
106050002,Ankofika,Ambohibary,Manjakandriana
103270006,Ankodondona,Ambohimanjaka,Ambohidratrimo
103430005,Ankodondona,Avaratsena,Ambohidratrimo
107270002,Ankodondona,Amboasary Nord,Anjozorobe
101005020,Ankerana Ankadindramamy,5e Arrondissement,5e Arrondissement
106390014,Ankerana,Sadabe,Manjakandriana
106130006,Ankeramadinika,Ranovao,Manjakandriana
117150002,Ankeniheny Miray Hina,Tanjombato,Antananarivo Atsimondrano
106252003,Ankazotokana Nord,Ambohibao Sud,Manjakandriana
101002005,Ankazotokana Ambony,2e Arrondissement,2e Arrondissement
106251014,Ankazotokana,Ambatomena,Manjakandriana
117470004,Ankazotokana,Ambatofahavalo,Antananarivo Atsimondrano
101004032,Ankazotoho Anosimahavelona,4e Arrondissement,4e Arrondissement
117012007,Ankazotoho,Anosizato Andrefana,Antananarivo Atsimondrano
115092004,Ankazotelo,Tankafatra,Andramasina
107310012,Ankazongoaika,Ambohibary Vohilena,Anjozorobe
105130034,Ankazondandy,Imerintsiatosika,Arivonimamo
106351001,Ankazondandy,Ankazondandy,Manjakandriana
104071003,Ankazonaorina,Antotohazo,Ankazobe
103171017,Ankazomasina,Merimandroso,Ambohidratrimo
101006031,Ankazomanga Atsimo,6e Arrondissement,6e Arrondissement
101003005,Ankazomanga Andraharo,3e Arrondissement,3e Arrondissement
104010001,Ankazobe IIi,Ankazobe,Ankazobe
104010007,Ankazobe II,Ankazobe,Ankazobe
104010009,Ankazobe I,Ankazobe,Ankazobe
102010002,Ankazobe,Alasora,Antananarivo Avaradrano
102319008,Ankazobe,Ambohimanga Rova,Antananarivo Avaradrano
106030008,Ankazobe,Sambaina,Manjakandriana
117430015,Ankazobe,Tsiafahy,Antananarivo Atsimondrano
107170004,Ankazoandrano,Alakamisy,Anjozorobe
103030008,Ankazo,Anosiala,Ambohidratrimo
103150005,Ankazo,Mahitsy,Ambohidratrimo
115072006,Ankazo,Antotohazo,Andramasina
106371013,Ankatso,Ambohitrolomahitsy,Manjakandriana
101001020,Ankasina,1er Arrondissement,1er Arrondissement
117470002,Ankarefo,Ambatofahavalo,Antananarivo Atsimondrano
107070014,Ankaifotsy,Mangamila,Anjozorobe
103390015,Ankafotra,Ambato,Ambohidratrimo
106251005,Ankafotra,Ambatomena,Manjakandriana
106351023,Ankafotra,Ankazondandy,Manjakandriana
103050012,Ankadivory,Talatamaty,Ambohidratrimo
103070007,Ankadivory,Antehiroka,Ambohidratrimo
103310016,Ankadivory,Mahabo,Ambohidratrimo
106170005,Ankadivory,Nandihizana,Manjakandriana
107019015,Ankadivory,Anjozorobe,Anjozorobe
117312003,Ankadivory,Alakamisy Fenoarivo,Antananarivo Atsimondrano
117410008,Ankadivory,Androhibe,Antananarivo Atsimondrano
117470001,Ankadivoribe Faravohitra,Ambatofahavalo,Antananarivo Atsimondrano
102379008,Ankadivoribe Avaratra,Talata Volonondry,Antananarivo Avaradrano
117210001,Ankadivoribe,Soalandy,Antananarivo Atsimondrano
117350012,Ankadivola,Ambohijanaka,Antananarivo Atsimondrano
101003032,Ankadivato IIl,3e Arrondissement,3e Arrondissement
101004030,Ankaditoho Marohoho,4e Arrondissement,4e Arrondissement
101003016,Ankaditapaka Avaratra,3e Arrondissement,3e Arrondissement
117011007,Ankaditany,Ampitatafika,Antananarivo Atsimondrano
103350004,Ankadisarotra,Antanetibe,Ambohidratrimo
103111005,Ankadindravola,Ivato Firaisana,Ambohidratrimo
102010006,Ankadindratombo,Alasora,Antananarivo Avaradrano
102099013,Ankadindambo,Ambohimangakely,Antananarivo Avaradrano
102430001,Ankadinandriana,Ankadinandriana,Antananarivo Avaradrano
117190005,Ankadinandriana,Ankaraobato,Antananarivo Atsimondrano
106272008,Ankadinanahary,Antsahalalina,Manjakandriana
106090013,Ankadimbazimba,Alarobia,Manjakandriana
106030014,Ankadimanga,Sambaina,Manjakandriana
101004015,Ankadilalana,4e Arrondissement,4e Arrondissement
117190007,Ankadilalampotsy,Ankaraobato,Antananarivo Atsimondrano
102039001,Ankadikely,Ankadikely Ilafy,Antananarivo Avaradrano
106030013,Ankadihambana,Sambaina,Manjakandriana
101003008,Ankadifotsy Befelatanana,3e Arrondissement,3e Arrondissement
101003015,Ankadifotsy Antanifotsy,3e Arrondissement,3e Arrondissement
103150004,Ankadifotsy,Mahitsy,Ambohidratrimo
103370011,Ankadifotsy,Ambohipihaonana,Ambohidratrimo
102390003,Ankadiefajoro Mavolamba,Anjeva Gara,Antananarivo Avaradrano
106170004,Ankadiefajoro,Nandihizana,Manjakandriana
103390012,Ankadibe,Ambato,Ambohidratrimo
102010012,Ankadiaivo,Alasora,Antananarivo Avaradrano
106390012,Anjozorofady,Sadabe,Manjakandriana
107019001,Anjozorobe,Anjozorobe,Anjozorobe
106110004,Anjozoro Est,Mantasoa,Manjakandriana
106190006,Anjozoro,Anjepy,Manjakandriana
115071019,Anjozoro,Alatsinainy Bakaro,Andramasina
103172004,Anjomakely,Ambatolampy,Ambohidratrimo
106330004,Anjomakely,Anjoma Betoho,Manjakandriana
117390001,Anjomakely,Bongatsara,Antananarivo Atsimondrano
117230012,Anjoma Fanamiana,Antanetikely,Antananarivo Atsimondrano
115071008,Anjoma Faliarivo,Alatsinainy Bakaro,Andramasina
106351006,Anjohy,Ankazondandy,Manjakandriana
104110010,Anjezika,Mahavelona,Ankazobe
102390005,Anjeva Tanana,Anjeva Gara,Antananarivo Avaradrano
102390001,Anjeva Gara,Anjeva Gara,Antananarivo Avaradrano
106190001,Anjepy,Anjepy,Manjakandriana
103270007,Anjehivola,Ambohimanjaka,Ambohidratrimo
103030001,Anjanamasina,Anosiala,Ambohidratrimo
117250002,Anjanamanoro,Alatsinainy Ambazaha,Antananarivo Atsimondrano
101006020,Anjanakomboro,6e Arrondissement,6e Arrondissement
101005015,Anjanahary IIs,5e Arrondissement,5e Arrondissement
101005016,Anjanahary IIo,5e Arrondissement,5e Arrondissement
101005018,Anjanahary IIn,5e Arrondissement,5e Arrondissement
101005017,Anjanahary IIa,5e Arrondissement,5e Arrondissement
117130001,Anjanadrambony,Ambavahaditokana,Antananarivo Atsimondrano
103410001,Anjanadoria,Anjanadoria,Ambohidratrimo
117110002,Anjakaivo,Itaosy,Antananarivo Atsimondrano
106230010,Angodongodona,Ambohitrandriamanitra,Manjakandriana
115170005,Angodongodona,Anosibe Trimoloharano,Andramasina
106170008,Angavokely,Nandihizana,Manjakandriana
101004026,Angarangarana,4e Arrondissement,4e Arrondissement
106330006,Anerinerina,Anjoma Betoho,Manjakandriana
106090009,Anerindrano,Alarobia,Manjakandriana
115031002,Anempoka,Sabotsy Ambohitromby,Andramasina
107290001,Androvakely,Androvakely,Anjozorobe
104030012,Androva Atsimo,Talata Angavo,Ankazobe
104130004,Androva,Fiadanana,Ankazobe
102039014,Andrononobe,Ankadikely Ilafy,Antananarivo Avaradrano
101002024,Androndrakely Saropody Antonta,2e Arrondissement,2e Arrondissement
101002023,Androndrabe Ampamantanana Ambo,2e Arrondissement,2e Arrondissement
101005003,Androhibe,5e Arrondissement,5e Arrondissement
103210004,Androhibe,Ampanotokana,Ambohidratrimo
117410001,Androhibe,Androhibe,Antananarivo Atsimondrano
103130018,Andringitana,Ambohitrimanjaka,Ambohidratrimo
104072004,Andriavato Masindray,Marondry,Ankazobe
104090006,Andriatsibibiarivony,Fihaonana,Ankazobe
105170007,Andriatompoiray,Ambatomirahavavy,Arivonimamo
104230009,Andriateiara,Miantso,Ankazobe
115170006,Andriantsiazo,Anosibe Trimoloharano,Andramasina
103310004,Andriantsampana,Mahabo,Ambohidratrimo
104110019,Andrianony Manjaka,Mahavelona,Ankazobe
106090003,Andrianony,Alarobia,Manjakandriana
104110007,Andrianondrana,Mahavelona,Ankazobe
102350003,Andriankely,Viliahazo,Antananarivo Avaradrano
102430017,Andriampamaky,Ankadinandriana,Antananarivo Avaradrano
106290001,Andriampamaky,Ambohitrony,Manjakandriana
104210003,Andriamenakely,Kiangara,Ankazobe
106110002,Andriambazaha,Mantasoa,Manjakandriana
103310007,Andriamasy,Mahabo,Ambohidratrimo
106351013,Andriakely Nord,Ankazondandy,Manjakandriana
106390008,Andriakely,Sadabe,Manjakandriana
115091013,Andrere,Ambohimiadana,Andramasina
102079020,Andrefantsena,Sabotsy Namehana,Antananarivo Avaradrano
117311010,Andrefankady Ambonisaha,Fenoarivo,Antananarivo Atsimondrano
106110011,Andrefanivorona,Mantasoa,Manjakandriana
101004020,Andrefan'i Mananjara,4e Arrondissement,4e Arrondissement
117430003,Andrefandrano,Tsiafahy,Antananarivo Atsimondrano
101004031,Andrefan'ankadimbahoaka,4e Arrondissement,4e Arrondissement
101004011,Andrefan'ambohijanahary IIIH-I,4e Arrondissement,4e Arrondissement
101004001,Andrefan'ambohijanahary IIIG-I,4e Arrondissement,4e Arrondissement
103150031,Andrefambohitra,Mahitsy,Ambohidratrimo
104230011,Andrefambato,Miantso,Ankazobe
107310013,Andrebakely,Ambohibary Vohilena,Anjozorobe
107099003,Andreba,Ambongamarina,Anjozorobe
101003010,Andravoahangy Tsena,3e Arrondissement,3e Arrondissement
101003020,Andravoahangy Atsinanana,3e Arrondissement,3e Arrondissement
101003018,Andravoahangy Andrefana,3e Arrondissement,3e Arrondissement
117290005,Andravako,Ankadimanga,Antananarivo Atsimondrano
115031008,Andrataninandro,Sabotsy Ambohitromby,Andramasina
102430010,Andraravola,Ankadinandriana,Antananarivo Avaradrano
103310002,Andraonimanana,Mahabo,Ambohidratrimo
102039003,Andranovelona,Ankadikely Ilafy,Antananarivo Avaradrano
102430003,Andranovelona,Ankadinandriana,Antananarivo Avaradrano
103150016,Andranovelona,Mahitsy,Ambohidratrimo
103230004,Andranovelona,Mananjara,Ambohidratrimo
104090016,Andranovelona,Fihaonana,Ankazobe
106390004,Andranovelona,Sadabe,Manjakandriana
107211005,Andranovelona,Antanetibe,Anjozorobe
115050006,Andranovelona,Mandrosoa,Andramasina
102099012,Andranovao,Ambohimangakely,Antananarivo Avaradrano
117090005,Andranovaky,Fiombonana,Antananarivo Atsimondrano
102379013,Andranotsimihozo,Talata Volonondry,Antananarivo Avaradrano
106351011,Andranotsimihozo,Ankazondandy,Manjakandriana
102230002,Andranosoa,Ambohimalaza Miray,Antananarivo Avaradrano
103070009,Andranoro,Antehiroka,Ambohidratrimo
102230011,Andranonomby,Ambohimalaza Miray,Antananarivo Avaradrano
106030015,Andranonjaza,Sambaina,Manjakandriana
107130001,Andranonahoatra,Ambohimanarina Marovazaha,Anjozorobe
107290004,Andranonahoatra,Androvakely,Anjozorobe
117030001,Andranonahoatra,Andranonahoatra,Antananarivo Atsimondrano
102430006,Andranomonina,Ankadinandriana,Antananarivo Avaradrano
106371003,Andranomody,Ambohitrolomahitsy,Manjakandriana
107250002,Andranomisa Ambany,Amparatanjona,Anjozorobe
104150009,Andranomiely Sud,Tsaramasoandro,Ankazobe
104150003,Andranomiely Nord,Tsaramasoandro,Ankazobe
107310005,Andranomiantra,Ambohibary Vohilena,Anjozorobe
101006005,Andranomena,6e Arrondissement,6e Arrondissement
107019024,Andranomay,Anjozorobe,Anjozorobe
103270005,Andranomasina,Ambohimanjaka,Ambohidratrimo
102279002,Andranomanjaka,Fiaferana,Antananarivo Avaradrano
106011007,Andranomangatsiaka,Manjakandriana,Manjakandriana
101001019,Andranomanalina Isotry,1er Arrondissement,1er Arrondissement
101001018,Andranomanalina I,1er Arrondissement,1er Arrondissement
101001017,Andranomanalina Afovoany,1er Arrondissement,1er Arrondissement
106390005,Andranomalaza,Sadabe,Manjakandriana
107310015,Andranomalama,Ambohibary Vohilena,Anjozorobe
115071020,Andranomainty,Alatsinainy Bakaro,Andramasina
103410004,Andranomaintso,Anjanadoria,Ambohidratrimo
103130007,Andranomahitsy,Ambohitrimanjaka,Ambohidratrimo
107170005,Andranomadio,Alakamisy,Anjozorobe
107211008,Andranomadio,Antanetibe,Anjozorobe
106351025,Andranolava,Ankazondandy,Manjakandriana
107019019,Andranokotona,Anjozorobe,Anjozorobe
102350007,Andranohandrona,Viliahazo,Antananarivo Avaradrano
117230010,Andranofotsy,Antanetikely,Antananarivo Atsimondrano
104090003,Andranofotsifandrosoana,Fihaonana,Ankazobe
115092009,Andranofankatia,Tankafatra,Andramasina
106012008,Andranobe,Ambatolaona,Manjakandriana
115010001,Andramasina,Andramasina,Andramasina
102050010,Andramanonga,Ambohimanambola,Antananarivo Avaradrano
103210005,Andralantoina,Ampanotokana,Ambohidratrimo
103030012,Andrakaja,Anosiala,Ambohidratrimo
101005026,Andraisoro,5e Arrondissement,5e Arrondissement
104230010,Andraiso,Miantso,Ankazobe
106371006,Andrainarivo,Ambohitrolomahitsy,Manjakandriana
106230006,Andraihoja,Ambohitrandriamanitra,Manjakandriana
101006030,Andraharo,6e Arrondissement,6e Arrondissement
106050003,Andrafy,Ambohibary,Manjakandriana
106351019,Andozoka,Ankazondandy,Manjakandriana
117470003,Andohavary,Ambatofahavalo,Antananarivo Atsimondrano
101001016,Andohatapenaka IIi,1er Arrondissement,1er Arrondissement
101001015,Andohatapenaka II,1er Arrondissement,1er Arrondissement
101001014,Andohatapenaka I,1er Arrondissement,1er Arrondissement
115032001,Andohariana,Andohariana,Andramasina
115092010,Andohariana,Tankafatra,Andramasina
117170001,Andoharanofotsy,Andoharanofotsy,Antananarivo Atsimondrano
103210016,Andohanimasina,Ampanotokana,Ambohidratrimo
101002013,Andohan'i Mandroseza Ambohibat,2e Arrondissement,2e Arrondissement
101002016,Andohamandry,2e Arrondissement,2e Arrondissement
117290006,Andohalafy,Ankadimanga,Antananarivo Atsimondrano
107150004,Andohala,Betatao,Anjozorobe
115110008,Andobo,Alarobia Vatosola,Andramasina
106090014,Andidy,Alarobia,Manjakandriana
102079007,Andidiana,Sabotsy Namehana,Antananarivo Avaradrano
101001013,Andavamamba Anjezika II,1er Arrondissement,1er Arrondissement
101001012,Andavamamba Anjezika I,1er Arrondissement,1er Arrondissement
101001011,Andavamamba Anatihazo II,1er Arrondissement,1er Arrondissement
101001010,Andavamamba Anatihazo I,1er Arrondissement,1er Arrondissement
101004008,Andavamamba Ambilanibe,4e Arrondissement,4e Arrondissement
104050004,Andavak'ambohimanga,Ambohitromby,Ankazobe
105130036,Andavaka Loharano,Imerintsiatosika,Arivonimamo
107310009,Andavabary,Ambohibary Vohilena,Anjozorobe
106352008,Andasinimiaramila,Soavinandriana,Manjakandriana
107019022,Andasiniboata,Anjozorobe,Anjozorobe
106012002,Andasibe Avaratra,Ambatolaona,Manjakandriana
107110001,Andanona,Tsarasaotra,Anjozorobe
106150012,Andandemy,Miadanandriana,Manjakandriana
107230002,Andakana,Ambatomanoina,Anjozorobe
103111002,Andafiavaratra Tanambao,Ivato Firaisana,Ambohidratrimo
101002008,Andafiavaratra Ambavahadimitaf,2e Arrondissement,2e Arrondissement
102039011,Andafiavaratra,Ankadikely Ilafy,Antananarivo Avaradrano
117150004,Andafiatsimo Mijoro,Tanjombato,Antananarivo Atsimondrano
101001009,Anatihazo Isotry,1er Arrondissement,1er Arrondissement
107070008,Analavinidy,Mangamila,Anjozorobe
106351004,Analatsara,Ankazondandy,Manjakandriana
107190001,Analaroa,Analaroa,Anjozorobe
117330005,Analapanga,Soavina,Antananarivo Atsimondrano
115092005,Analandambo,Tankafatra,Andramasina
107170003,Analanakondro,Alakamisy,Anjozorobe
104150006,Analamirafy,Tsaramasoandro,Ankazobe
115130007,Analamilona,Fitsinjovana Bakaro,Andramasina
115092013,Analamihoatra,Tankafatra,Andramasina
115071010,Analamerana Antambiazina,Alatsinainy Bakaro,Andramasina
106371017,Analamanjaka,Ambohitrolomahitsy,Manjakandriana
101005009,Analamahitsy Tanana,5e Arrondissement,5e Arrondissement
101005008,Analamahitsy Cite,5e Arrondissement,5e Arrondissement
103310014,Analamahitsy,Mahabo,Ambohidratrimo
106371011,Analakely Avaratra,Ambohitrolomahitsy,Manjakandriana
106371020,Analakely Atsimo,Ambohitrolomahitsy,Manjakandriana
107070012,Analabe,Mangamila,Anjozorobe
103190012,Anakakondro,Ampangabe,Ambohidratrimo
107070016,Ampotaka,Mangamila,Anjozorobe
106371009,Ampohibe,Ambohitrolomahitsy,Manjakandriana
117011001,Ampitatafika Vaovao,Ampitatafika,Antananarivo Atsimondrano
105130008,Ampitanomby,Imerintsiatosika,Arivonimamo
103130021,Ampiriaka,Ambohitrimanjaka,Ambohidratrimo
